id,category_name,category_id,name,mrn,mrn_full,desc,webtrition_id,sort_order,portion,qty,ingredients,category_id,custom_allergens,calories
670ab1f42b7b7acd385ea87c,Comfort 1,66e1fc2de45d43074be3a0ed,Citrus Pork Loin,8985,8985.0,Center cut pork loin marinated in fresh orange juice and broiled,,5,1 serving(s),,"Pork, Orange Juice, Cider Vinegar (apple juice, water), Lime Juice, Vegetable Base, Cumin, Lime, Orange, Ground Allspice, Lemon, Black Pepper, Oregano",66e1fc2de45d43074be3a0ed,,140
670ab1f42b7b7acd385ea885,Comfort 1,66e1fc2de45d43074be3a0ed,Cajun Spiced Chicken Breast,109535,109535.7,,,6,1 each,,"Chicken, Oil, Canola Oil, Salt, Black Pepper, Garlic, Cayenne Pepper, Onion, White Pepper, Paprika (Paprika and Silicon Dioxide), Oregano, Thyme, Basil",66e1fc2de45d43074be3a0ed,,200
670ab1f42b7b7acd385ea89d,Comfort 1,66e1fc2de45d43074be3a0ed,Steamed Bok Choy,155366,155366.0,,,7,2 each,,Bok Choy,66e1fc2de45d43074be3a0ed,,5
670ab1f42b7b7acd385ea833,Comfort 2,66e1fc2de45d43074be3a0ee,Cheddar Grits,19723,19723.1,Cheesy Grits,,2,3 ounce,,"Whole Milk, Water, Grits, Sharp Cheddar Cheese, Whipping Cream, Unsalted Butter, Salt",66e1fc2de45d43074be3a0ee,,200
670ab1f42b7b7acd385ea7fd,Comfort 2,66e1fc2de45d43074be3a0ee,Brussels Sprouts,33992,33992.18,,,4,1/2 cup,,Brussels Sprouts,66e1fc2de45d43074be3a0ee,,30
670ab1f42b7b7acd385ea780,Rooted 1,66e1fc2de45d43074be3a0ef,PAOW Spicy Tomato and Red Bean Chili,115088,115088.3,"PAOW, plant based soy protein, spicy stewed tomatoes, red beans and seasonings slow cooked",,1,8 floz,,"Crushed tomatoes (unpeeled tomatoes, tomato puree, salt, citric acid), Kidney Beans (kidney beans, water, sugar, dextrose, salt, calcium chloride, disodium EDTA), Onions, Water, Vegan Soy Protein, Black beans (Black beans, water, salt, calcium chloride), Canola Oil, Chili Powder (Chili Pepper, Salt, Cumin, Oregano, Silicon Dioxide, Garlic), Garlic, Salt, Fresh Ground Black Pepper, Paprika (Paprika and Silicon Dioxide), Cumin, Cayenne Pepper, Oregano",66e1fc2de45d43074be3a0ef,,170
670ab1f42b7b7acd385ea809,Rooted 1,66e1fc2de45d43074be3a0ef,Lentils with Sweet Potato and Spinach,117865,117865.1,,,2,1/2 cup,,"Water, Sweet Potatoes, Onions, Yellow Lentils, Spinach, Balsamic Vinegar, Canola Oil, Vegetable Base, Garlic, Salt, Cumin",66e1fc2de45d43074be3a0ef,,190
670ab1f42b7b7acd385ea791,Rooted 1,66e1fc2de45d43074be3a0ef,Roasted Yellow Squash,8060,8060.6,Roasted Squash,,3,1/2 cup,,"Squash, Canola Oil, Salt Free Garlic Herb Seasoning",66e1fc2de45d43074be3a0ef,,40
670ab1f42b7b7acd385ea821,Rooted 2,66e1fc2de45d43074be3a0f0,Root Vegetable Chips,96807,96807.1,"Parsnips, carrots, sweet potatoes and beets fried to perfection",,1,1-1/2 oz portion,,"Sweet Potatoes, Red Beets, Parsnips, Carrots, Salt, Black Pepper",66e1fc2de45d43074be3a0f0,,250
670ab1f42b7b7acd385ea892,Rooted 2,66e1fc2de45d43074be3a0f0,Radish Jicama Cucumber Salad,45934,45934.0,"Crunchy salad with radish, cucumber and jicama tossed with light citrus juices",,3,1/2 cup,,"Cucumber, Jicama, Radish, Lime Juice, Green Onions, Olive Oil, Cilantro, Hot Chili Sauce, Cumin, Salt",66e1fc2de45d43074be3a0f0,,40
